,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Score,Season
209,209,209,209,209,10-19-2017,Henrik Lundqvist,home,New York Rangers,New York Islanders,64.8833,3,3.92,0.92,20172018
210,210,210,210,210,10-19-2017,Jacob Markstrom,away,Vancouver Canucks,Boston Bruins,49.0167,2,2.86,0.86,20172018
211,211,211,211,211,10-19-2017,Scott Darling,away,Carolina Hurricanes,Calgary Flames,59.9833,1,1.73,0.73,20172018
212,212,212,212,212,10-19-2017,Mike Smith,home,Calgary Flames,Carolina Hurricanes,58.6833,2,2.72,0.72,20172018
213,213,213,213,213,10-19-2017,Keith Kinkaid,away,New Jersey Devils,Ottawa Senators,21.3167,0,0.53,0.53,20172018
214,214,214,214,214,10-19-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Tampa Bay Lightning,58.5167,2,2.37,0.37,20172018
215,215,215,215,215,10-19-2017,Jaroslav Halak,away,New York Islanders,New York Rangers,65.0,3,3.34,0.34,20172018
216,216,216,216,216,10-19-2017,Carter Hutton,away,St Louis Blues,Colorado Avalanche,59.8667,3,3.28,0.28,20172018
217,217,217,217,217,10-19-2017,Michal Neuvirth,home,Philadelphia Flyers,Nashville Predators,58.5,1,1.1,0.1,20172018
218,218,218,218,218,10-19-2017,Anton Khudobin,home,Boston Bruins,Vancouver Canucks,59.9333,3,2.44,-0.56,20172018
219,219,219,219,219,10-19-2017,Ben Bishop,away,Dallas Stars,Arizona Coyotes,60.0,4,3.15,-0.85,20172018
220,220,220,220,220,10-19-2017,Jonathan Bernier,home,Colorado Avalanche,St Louis Blues,58.3167,4,2.58,-1.42,20172018
221,221,221,221,221,10-19-2017,Craig Anderson,home,Ottawa Senators,New Jersey Devils,61.1167,5,3.56,-1.44,20172018
222,222,222,222,222,10-19-2017,Adin Hill,home,Arizona Coyotes,Dallas Stars,58.2667,5,3.19,-1.81,20172018
223,223,223,223,223,10-19-2017,Anders Nilsson,away,Vancouver Canucks,Boston Bruins,10.6667,4,2.17,-1.83,20172018
224,224,224,224,224,10-19-2017,Cory Schneider,away,New Jersey Devils,Ottawa Senators,40.0,4,1.79,-2.21,20172018
225,225,225,225,225,10-20-2017,John Gibson,home,Anaheim Ducks,Montreal Canadiens,59.4833,2,5.41,3.41,20172018
226,226,226,226,226,10-20-2017,Martin Jones,away,San Jose Sharks,New Jersey Devils,59.75,0,2.65,2.65,20172018
227,227,227,227,227,10-20-2017,Braden Holtby,away,Washington Capitals,Detroit Red Wings,60.9667,3,3.49,0.49,20172018
228,228,228,228,228,10-20-2017,Roberto Luongo,home,Florida Panthers,Pittsburgh Penguins,44.7667,3,3.2,0.2,20172018
229,229,229,229,229,10-20-2017,James Reimer,home,Florida Panthers,Pittsburgh Penguins,13.4333,1,1.13,0.13,20172018
230,230,230,230,230,10-20-2017,Keith Kinkaid,home,New Jersey Devils,San Jose Sharks,59.7667,3,2.97,-0.03,20172018
231,231,231,231,231,10-20-2017,Matt Murray,away,Pittsburgh Penguins,Florida Panthers,59.7667,3,2.7,-0.3,20172018
232,232,232,232,232,10-20-2017,Jacob Markstrom,away,Vancouver Canucks,Buffalo Sabres,60.0,2,1.66,-0.34,20172018
233,233,233,233,233,10-20-2017,Chad Johnson,home,Buffalo Sabres,Vancouver Canucks,58.55,3,2.54,-0.46,20172018
234,234,234,234,234,10-20-2017,Petr Mrazek,home,Detroit Red Wings,Washington Capitals,61.2333,4,3.34,-0.66,20172018
235,235,235,235,235,10-20-2017,Connor Hellebuyck,home,Winnipeg Jets,Minnesota Wild,60.0,3,1.81,-1.19,20172018
236,236,236,236,236,10-20-2017,Devan Dubnyk,away,Minnesota Wild,Winnipeg Jets,58.4333,4,1.92,-2.08,20172018
237,237,237,237,237,10-20-2017,Carey Price,away,Montreal Canadiens,Anaheim Ducks,60.0,6,3.31,-2.69,20172018
238,238,238,238,238,10-21-2017,James Reimer,away,Florida Panthers,Washington Capitals,60.0,1,3.35,2.35,20172018
239,239,239,239,239,10-21-2017,Malcolm Subban,home,Vegas Golden Knights,St Louis Blues,50.8333,1,3.2,2.2,20172018
240,240,240,240,240,10-21-2017,Alex Stalock,away,Minnesota Wild,Calgary Flames,59.9167,2,3.36,1.36,20172018
241,241,241,241,241,10-21-2017,Corey Crawford,away,Chicago Blackhawks,Arizona Coyotes,60.0,2,3.07,1.07,20172018
242,242,242,242,242,10-21-2017,Andrei Vasilevskiy,home,Tampa Bay Lightning,Pittsburgh Penguins,60.0,1,1.98,0.98,20172018
243,243,243,243,243,10-21-2017,Ben Bishop,home,Dallas Stars,Carolina Hurricanes,60.0,3,3.95,0.95,20172018
244,244,244,244,244,10-21-2017,Henrik Lundqvist,home,New York Rangers,Nashville Predators,60.0,2,2.88,0.88,20172018
245,245,245,245,245,10-21-2017,Brian Elliott,home,Philadelphia Flyers,Edmonton Oilers,40.0,1,1.45,0.45,20172018
246,246,246,246,246,10-21-2017,Mike Smith,home,Calgary Flames,Minnesota Wild,59.2667,3,3.12,0.12,20172018
247,247,247,247,247,10-21-2017,Oscar Dansk,home,Vegas Golden Knights,St Louis Blues,13.7667,1,0.81,-0.19,20172018
248,248,248,248,248,10-21-2017,Philipp Grubauer,home,Washington Capitals,Florida Panthers,57.35,3,2.8,-0.2,20172018
249,249,249,249,249,10-21-2017,Jonathan Quick,away,Los Angeles Kings,Columbus Blue Jackets,60.0,4,3.66,-0.34,20172018
250,250,250,250,250,10-21-2017,Louis Domingue,home,Arizona Coyotes,Chicago Blackhawks,59.25,3,2.6,-0.4,20172018
251,251,251,251,251,10-21-2017,Cam Talbot,away,Edmonton Oilers,Philadelphia Flyers,59.1833,2,1.52,-0.48,20172018
252,252,252,252,252,10-21-2017,Juuse Saros,away,Nashville Predators,New York Rangers,58.9167,3,2.08,-0.92,20172018
253,253,253,253,253,10-21-2017,Thomas Greiss,home,New York Islanders,San Jose Sharks,60.0,3,2.02,-0.98,20172018
254,254,254,254,254,10-21-2017,Craig Anderson,home,Ottawa Senators,Toronto Maple Leafs,59.7667,3,1.91,-1.09,20172018
255,255,255,255,255,10-21-2017,Jake Allen,away,St Louis Blues,Vegas Golden Knights,64.6,3,1.75,-1.25,20172018
256,256,256,256,256,10-21-2017,Robin Lehner,away,Buffalo Sabres,Boston Bruins,62.9833,4,2.42,-1.58,20172018
257,257,257,257,257,10-21-2017,Scott Darling,away,Carolina Hurricanes,Dallas Stars,58.1,4,2.28,-1.72,20172018
258,258,258,258,258,10-21-2017,Frederik Andersen,away,Toronto Maple Leafs,Ottawa Senators,59.0,5,3.26,-1.74,20172018
259,259,259,259,259,10-21-2017,Aaron Dell,away,San Jose Sharks,New York Islanders,58.8833,4,1.71,-2.29,20172018
260,260,260,260,260,10-21-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Los Angeles Kings,58.1,5,2.68,-2.32,20172018
261,261,261,261,261,10-21-2017,Anton Khudobin,home,Boston Bruins,Buffalo Sabres,62.7333,5,2.55,-2.45,20172018
262,262,262,262,262,10-21-2017,Antti Niemi,away,Pittsburgh Penguins,Tampa Bay Lightning,60.0,7,3.2,-3.8,20172018
263,263,263,263,263,10-22-2017,Jacob Markstrom,away,Vancouver Canucks,Detroit Red Wings,59.8333,1,1.75,0.75,20172018
264,264,264,264,264,10-22-2017,Jimmy Howard,home,Detroit Red Wings,Vancouver Canucks,60.0,4,3.22,-0.78,20172018
265,265,265,265,265,10-23-2017,Martin Jones,away,San Jose Sharks,New York Rangers,59.8167,1,3.86,2.86,20172018
266,266,266,266,266,10-23-2017,Jonathan Quick,away,Los Angeles Kings,Toronto Maple Leafs,58.6,3,4.16,1.16,20172018
267,267,267,267,267,10-23-2017,Frederik Andersen,home,Toronto Maple Leafs,Los Angeles Kings,59.85,2,2.44,0.44,20172018
268,268,268,268,268,10-23-2017,Darcy Kuemper,away,Los Angeles Kings,Toronto Maple Leafs,0.6,0,0.05,0.05,20172018
269,269,269,269,269,10-23-2017,Henrik Lundqvist,home,New York Rangers,San Jose Sharks,60.0,4,1.61,-2.39,20172018
270,270,270,270,270,10-24-2017,Robin Lehner,home,Buffalo Sabres,Detroit Red Wings,59.9667,0,2.49,2.49,20172018
271,271,271,271,271,10-24-2017,Andrei Vasilevskiy,away,Tampa Bay Lightning,Carolina Hurricanes,60.0,1,3.22,2.22,20172018
272,272,272,272,272,10-24-2017,Anders Nilsson,away,Vancouver Canucks,Minnesota Wild,60.0,0,1.79,1.79,20172018
273,273,273,273,273,10-24-2017,Pekka Rinne,home,Nashville Predators,Calgary Flames,65.0,2,3.66,1.66,20172018
274,274,274,274,274,10-24-2017,Matt Murray,home,Pittsburgh Penguins,Edmonton Oilers,60.6167,1,2.55,1.55,20172018
275,275,275,275,275,10-24-2017,John Gibson,away,Anaheim Ducks,Philadelphia Flyers,60.0,2,3.46,1.46,20172018
276,276,276,276,276,10-24-2017,Jimmy Howard,away,Detroit Red Wings,Buffalo Sabres,57.9,1,2.04,1.04,20172018
277,277,277,277,277,10-24-2017,Oscar Dansk,home,Vegas Golden Knights,Chicago Blackhawks,60.0,2,2.98,0.98,20172018
278,278,278,278,278,10-24-2017,Cam Talbot,away,Edmonton Oilers,Pittsburgh Penguins,60.7,2,2.85,0.85,20172018
279,279,279,279,279,10-24-2017,Mike Smith,away,Calgary Flames,Nashville Predators,64.8833,2,2.83,0.83,20172018
280,280,280,280,280,10-24-2017,Mike Condon,home,Ottawa Senators,Los Angeles Kings,65.0,2,2.74,0.74,20172018
281,281,281,281,281,10-24-2017,Semyon Varlamov,home,Colorado Avalanche,Dallas Stars,59.6833,3,3.73,0.73,20172018
282,282,282,282,282,10-24-2017,Darcy Kuemper,away,Los Angeles Kings,Ottawa Senators,64.7167,2,2.55,0.55,20172018
283,283,283,283,283,10-24-2017,Carey Price,home,Montreal Canadiens,Florida Panthers,59.9333,1,1.54,0.54,20172018
284,284,284,284,284,10-24-2017,Devan Dubnyk,home,Minnesota Wild,Vancouver Canucks,58.4,1,1.54,0.54,20172018
285,285,285,285,285,10-24-2017,Scott Darling,home,Carolina Hurricanes,Tampa Bay Lightning,59.0167,3,3.34,0.34,20172018
286,286,286,286,286,10-24-2017,Corey Crawford,away,Chicago Blackhawks,Vegas Golden Knights,59.0167,4,4.11,0.11,20172018
287,287,287,287,287,10-24-2017,Kari Lehtonen,away,Dallas Stars,Colorado Avalanche,33.3833,1,0.95,-0.05,20172018
288,288,288,288,288,10-24-2017,Jaroslav Halak,home,New York Islanders,Arizona Coyotes,59.9667,3,2.89,-0.11,20172018
289,289,289,289,289,10-24-2017,Ben Bishop,away,Dallas Stars,Colorado Avalanche,26.2,3,1.66,-1.34,20172018
290,290,290,290,290,10-24-2017,James Reimer,away,Florida Panthers,Montreal Canadiens,60.0,5,2.68,-2.32,20172018
291,291,291,291,291,10-24-2017,Louis Domingue,away,Arizona Coyotes,New York Islanders,60.0,5,1.86,-3.14,20172018
292,292,292,292,292,10-24-2017,Brian Elliott,home,Philadelphia Flyers,Anaheim Ducks,59.9333,6,2.28,-3.72,20172018
293,293,293,293,293,10-25-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Buffalo Sabres,60.0,1,1.91,0.91,20172018
294,294,294,294,294,10-25-2017,Jake Allen,home,St Louis Blues,Calgary Flames,60.0,2,1.82,-0.18,20172018
295,295,295,295,295,10-25-2017,Eddie Lack,away,Calgary Flames,St Louis Blues,59.8833,4,2.31,-1.69,20172018
296,296,296,296,296,10-25-2017,Chad Johnson,away,Buffalo Sabres,Columbus Blue Jackets,60.0,5,2.34,-2.66,20172018
297,297,297,297,297,10-26-2017,Jonathan Quick,away,Los Angeles Kings,Montreal Canadiens,60.0,0,3.91,3.91,20172018
298,298,298,298,298,10-26-2017,Anton Khudobin,home,Boston Bruins,San Jose Sharks,60.0,1,4.02,3.02,20172018
299,299,299,299,299,10-26-2017,Matt Murray,home,Pittsburgh Penguins,Winnipeg Jets,61.1167,1,2.49,1.49,20172018
300,300,300,300,300,10-26-2017,Martin Jones,away,San Jose Sharks,Boston Bruins,57.7667,2,2.85,0.85,20172018
301,301,301,301,301,10-26-2017,Connor Hellebuyck,away,Winnipeg Jets,Pittsburgh Penguins,61.1167,2,2.79,0.79,20172018
302,302,302,302,302,10-26-2017,Anders Nilsson,home,Vancouver Canucks,Washington Capitals,60.0,2,2.49,0.49,20172018
303,303,303,303,303,10-26-2017,Scott Darling,away,Carolina Hurricanes,Toronto Maple Leafs,60.0,3,3.42,0.42,20172018
304,304,304,304,304,10-26-2017,Ondrej Pavelec,home,New York Rangers,Arizona Coyotes,59.9333,2,2.29,0.29,20172018
305,305,305,305,305,10-26-2017,Jimmy Howard,away,Detroit Red Wings,Tampa Bay Lightning,57.15,3,3.02,0.02,20172018
306,306,306,306,306,10-26-2017,Adin Hill,away,Arizona Coyotes,New York Rangers,59.0667,4,3.87,-0.13,20172018
307,307,307,307,307,10-26-2017,James Reimer,home,Florida Panthers,Anaheim Ducks,60.0,3,2.84,-0.16,20172018
308,308,308,308,308,10-26-2017,Andrei Vasilevskiy,home,Tampa Bay Lightning,Detroit Red Wings,59.45,2,1.79,-0.21,20172018
309,309,309,309,309,10-26-2017,Philipp Grubauer,away,Washington Capitals,Vancouver Canucks,25.0,1,0.68,-0.32,20172018
310,310,310,310,310,10-26-2017,Craig Anderson,home,Ottawa Senators,Philadelphia Flyers,60.0,4,3.62,-0.38,20172018
311,311,311,311,311,10-26-2017,Cam Talbot,home,Edmonton Oilers,Dallas Stars,60.0,4,3.51,-0.49,20172018
312,312,312,312,312,10-26-2017,Reto Berra,away,Anaheim Ducks,Florida Panthers,19.7167,2,0.73,-1.27,20172018
313,313,313,313,313,10-26-2017,Devan Dubnyk,home,Minnesota Wild,New York Islanders,60.0,4,2.6,-1.4,20172018
314,314,314,314,314,10-26-2017,Ben Bishop,away,Dallas Stars,Edmonton Oilers,59.0,5,3.31,-1.69,20172018
315,315,315,315,315,10-26-2017,Braden Holtby,away,Washington Capitals,Vancouver Canucks,35.0,5,2.33,-2.67,20172018
316,316,316,316,316,10-26-2017,Frederik Andersen,home,Toronto Maple Leafs,Carolina Hurricanes,60.0,6,3.22,-2.78,20172018
317,317,317,317,317,10-26-2017,Carey Price,home,Montreal Canadiens,Los Angeles Kings,60.0,4,1.13,-2.87,20172018
318,318,318,318,318,10-26-2017,Thomas Greiss,away,New York Islanders,Minnesota Wild,59.9167,6,3.13,-2.87,20172018
319,319,319,319,319,10-26-2017,Michal Neuvirth,away,Philadelphia Flyers,Ottawa Senators,57.9667,5,1.86,-3.14,20172018
320,320,320,320,320,10-26-2017,John Gibson,away,Anaheim Ducks,Florida Panthers,40.0,6,1.75,-4.25,20172018
321,321,321,321,321,10-27-2017,Pekka Rinne,away,Nashville Predators,Chicago Blackhawks,59.5667,1,3.79,2.79,20172018
322,322,322,322,322,10-27-2017,Oscar Dansk,home,Vegas Golden Knights,Colorado Avalanche,60.0,0,2.17,2.17,20172018
323,323,323,323,323,10-27-2017,Steve Mason,away,Winnipeg Jets,Columbus Blue Jackets,62.4667,2,3.42,1.42,20172018
324,324,324,324,324,10-27-2017,Kari Lehtonen,away,Dallas Stars,Calgary Flames,60.0,1,2.23,1.23,20172018
325,325,325,325,325,10-27-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Winnipeg Jets,62.6333,1,2.16,1.16,20172018
326,326,326,326,326,10-27-2017,Carter Hutton,away,St Louis Blues,Carolina Hurricanes,60.0,1,1.53,0.53,20172018
327,327,327,327,327,10-27-2017,Cam Ward,home,Carolina Hurricanes,St Louis Blues,58.5333,2,2.31,0.31,20172018
328,328,328,328,328,10-27-2017,Mike Smith,home,Calgary Flames,Dallas Stars,58.8667,2,1.92,-0.08,20172018
329,329,329,329,329,10-27-2017,Corey Crawford,home,Chicago Blackhawks,Nashville Predators,58.25,2,1.89,-0.11,20172018
330,330,330,330,330,10-27-2017,Mike Condon,away,Ottawa Senators,New Jersey Devils,63.1,4,2.4,-1.6,20172018
331,331,331,331,331,10-27-2017,Keith Kinkaid,home,New Jersey Devils,Ottawa Senators,65.0,4,2.32,-1.68,20172018
332,332,332,332,332,10-27-2017,Semyon Varlamov,away,Colorado Avalanche,Vegas Golden Knights,59.95,7,2.26,-4.74,20172018
333,333,333,333,333,10-28-2017,Jimmy Howard,away,Detroit Red Wings,Florida Panthers,65.0,2,4.84,2.84,20172018
334,334,334,334,334,10-28-2017,Jake Allen,home,St Louis Blues,Columbus Blue Jackets,60.0,1,2.98,1.98,20172018
335,335,335,335,335,10-28-2017,Braden Holtby,away,Washington Capitals,Edmonton Oilers,59.8333,2,3.95,1.95,20172018
336,336,336,336,336,10-28-2017,James Reimer,home,Florida Panthers,Detroit Red Wings,64.9667,2,3.8,1.8,20172018
337,337,337,337,337,10-28-2017,Devan Dubnyk,home,Minnesota Wild,Pittsburgh Penguins,60.0,1,2.51,1.51,20172018
338,338,338,338,338,10-28-2017,Brian Elliott,away,Philadelphia Flyers,Toronto Maple Leafs,60.0,2,3.37,1.37,20172018
339,339,339,339,339,10-28-2017,John Gibson,away,Anaheim Ducks,Tampa Bay Lightning,60.0,1,2.26,1.26,20172018
340,340,340,340,340,10-28-2017,Jonathan Quick,away,Los Angeles Kings,Boston Bruins,64.9833,1,2.08,1.08,20172018
341,341,341,341,341,10-28-2017,Tuukka Rask,home,Boston Bruins,Los Angeles Kings,64.9833,2,2.88,0.88,20172018
342,342,342,342,342,10-28-2017,Jonathan Bernier,home,Colorado Avalanche,Chicago Blackhawks,60.0,3,3.64,0.64,20172018
343,343,343,343,343,10-28-2017,Matt Murray,away,Pittsburgh Penguins,Minnesota Wild,59.2333,2,2.58,0.58,20172018
344,344,344,344,344,10-28-2017,Aaron Dell,away,San Jose Sharks,Buffalo Sabres,59.8667,2,2.44,0.44,20172018
345,345,345,345,345,10-28-2017,Jaroslav Halak,away,New York Islanders,Nashville Predators,59.9333,2,2.0,0.0,20172018
346,346,346,346,346,10-28-2017,Joonas Korpisalo,away,Columbus Blue Jackets,St Louis Blues,59.6167,4,3.72,-0.28,20172018
347,347,347,347,347,10-28-2017,Cory Schneider,home,New Jersey Devils,Arizona Coyotes,60.0,3,2.58,-0.42,20172018
348,348,348,348,348,10-28-2017,Ondrej Pavelec,away,New York Rangers,Montreal Canadiens,58.5167,5,4.49,-0.51,20172018
349,349,349,349,349,10-28-2017,Corey Crawford,away,Chicago Blackhawks,Colorado Avalanche,29.9833,1,0.47,-0.53,20172018
350,350,350,350,350,10-28-2017,Robin Lehner,home,Buffalo Sabres,San Jose Sharks,57.5167,3,2.45,-0.55,20172018
351,351,351,351,351,10-28-2017,Cam Talbot,home,Edmonton Oilers,Washington Capitals,57.6,4,3.26,-0.74,20172018
352,352,352,352,352,10-28-2017,Carey Price,home,Montreal Canadiens,New York Rangers,60.0,4,2.15,-1.85,20172018
353,353,353,353,353,10-28-2017,Louis Domingue,away,Arizona Coyotes,New Jersey Devils,57.4,4,1.91,-2.09,20172018
354,354,354,354,354,10-28-2017,Frederik Andersen,home,Toronto Maple Leafs,Philadelphia Flyers,56.75,4,1.62,-2.38,20172018
355,355,355,355,355,10-28-2017,Peter Budaj,home,Tampa Bay Lightning,Anaheim Ducks,54.9667,4,1.36,-2.64,20172018
356,356,356,356,356,10-28-2017,Anton Forsberg,away,Chicago Blackhawks,Colorado Avalanche,26.7,5,1.42,-3.58,20172018
357,357,357,357,357,10-28-2017,Juuse Saros,home,Nashville Predators,New York Islanders,60.0,6,1.98,-4.02,20172018
358,358,358,358,358,10-29-2017,Connor Hellebuyck,home,Winnipeg Jets,Pittsburgh Penguins,60.0,1,2.9,1.9,20172018
359,359,359,359,359,10-29-2017,Mike Smith,home,Calgary Flames,Washington Capitals,60.0,1,2.32,1.32,20172018
360,360,360,360,360,10-29-2017,Ryan Miller,away,Anaheim Ducks,Carolina Hurricanes,65.0,3,4.26,1.26,20172018
361,361,361,361,361,10-29-2017,Philipp Grubauer,away,Washington Capitals,Calgary Flames,59.1833,2,3.14,1.14,20172018
362,362,362,362,362,10-29-2017,Scott Darling,home,Carolina Hurricanes,Anaheim Ducks,65.0,3,1.86,-1.14,20172018
363,363,363,363,363,10-29-2017,Casey Desmith,away,Pittsburgh Penguins,Winnipeg Jets,41.8833,3,1.69,-1.31,20172018
364,364,364,364,364,10-29-2017,Matt Murray,away,Pittsburgh Penguins,Winnipeg Jets,18.1167,4,0.83,-3.17,20172018
365,365,365,365,365,10-30-2017,Ben Bishop,away,Dallas Stars,Vancouver Canucks,62.5333,1,3.48,2.48,20172018
366,366,366,366,366,10-30-2017,Jake Allen,home,St Louis Blues,Los Angeles Kings,60.0,2,2.75,0.75,20172018
367,367,367,367,367,10-30-2017,Frederik Andersen,away,Toronto Maple Leafs,San Jose Sharks,59.6667,2,2.62,0.62,20172018
368,368,368,368,368,10-30-2017,Sergei Bobrovsky,home,Columbus Blue Jackets,Boston Bruins,64.9167,3,3.47,0.47,20172018
369,369,369,369,369,10-30-2017,Jacob Markstrom,home,Vancouver Canucks,Dallas Stars,62.4667,2,2.45,0.45,20172018
370,370,370,370,370,10-30-2017,Jonathan Quick,away,Los Angeles Kings,St Louis Blues,58.6167,3,2.94,-0.06,20172018
371,371,371,371,371,10-30-2017,Oscar Dansk,away,Vegas Golden Knights,New York Islanders,34.8333,2,1.77,-0.23,20172018
372,372,372,372,372,10-30-2017,Al Montoya,away,Montreal Canadiens,Ottawa Senators,59.8167,3,2.75,-0.25,20172018
373,373,373,373,373,10-30-2017,Martin Jones,home,San Jose Sharks,Toronto Maple Leafs,59.75,2,1.75,-0.25,20172018
374,374,374,374,374,10-30-2017,Jaroslav Halak,home,New York Islanders,Vegas Golden Knights,60.0,3,2.69,-0.31,20172018
375,375,375,375,375,10-30-2017,Scott Wedgewood,away,Arizona Coyotes,Philadelphia Flyers,64.6667,3,2.47,-0.53,20172018
376,376,376,376,376,10-30-2017,Mike Condon,home,Ottawa Senators,Montreal Canadiens,20.0,2,1.41,-0.59,20172018
377,377,377,377,377,10-30-2017,Tuukka Rask,away,Boston Bruins,Columbus Blue Jackets,65.0,3,2.27,-0.73,20172018
378,378,378,378,378,10-30-2017,Antti Niemi,home,Florida Panthers,Tampa Bay Lightning,27.8833,2,1.26,-0.74,20172018
379,379,379,379,379,10-30-2017,Brian Elliott,home,Philadelphia Flyers,Arizona Coyotes,62.8333,4,3.12,-0.88,20172018
380,380,380,380,380,10-30-2017,Maxime Lagace,away,Vegas Golden Knights,New York Islanders,25.1667,4,1.22,-2.78,20172018
381,381,381,381,381,10-30-2017,Andrei Vasilevskiy,away,Tampa Bay Lightning,Florida Panthers,60.0,5,2.01,-2.99,20172018
382,382,382,382,382,10-30-2017,James Reimer,home,Florida Panthers,Tampa Bay Lightning,29.6333,5,1.49,-3.51,20172018
383,383,383,383,383,10-30-2017,Craig Anderson,home,Ottawa Senators,Montreal Canadiens,40.0,6,1.49,-4.51,20172018
384,384,384,384,384,10-31-2017,Connor Hellebuyck,away,Winnipeg Jets,Minnesota Wild,60.0,1,2.81,1.81,20172018
385,385,385,385,385,10-31-2017,Henrik Lundqvist,home,New York Rangers,Vegas Golden Knights,59.2833,4,4.3,0.3,20172018
386,386,386,386,386,10-31-2017,Alex Stalock,home,Minnesota Wild,Winnipeg Jets,57.6167,2,1.94,-0.06,20172018
387,387,387,387,387,10-31-2017,Maxime Lagace,away,Vegas Golden Knights,New York Rangers,59.4667,5,4.41,-0.59,20172018
388,388,388,388,388,10-31-2017,Jimmy Howard,home,Detroit Red Wings,Arizona Coyotes,60.0,3,1.86,-1.14,20172018
389,389,389,389,389,10-31-2017,Scott Wedgewood,away,Arizona Coyotes,Detroit Red Wings,58.3333,4,2.5,-1.5,20172018
390,390,390,390,390,11-1-2017,Corey Crawford,home,Chicago Blackhawks,Philadelphia Flyers,59.85,0,3.67,3.67,20172018
391,391,391,391,391,11-1-2017,Cory Schneider,away,New Jersey Devils,Vancouver Canucks,59.7667,0,3.51,3.51,20172018
392,392,392,392,392,11-1-2017,Matt Murray,away,Pittsburgh Penguins,Edmonton Oilers,60.0,2,3.98,1.98,20172018
393,393,393,393,393,11-1-2017,Frederik Andersen,away,Toronto Maple Leafs,Anaheim Ducks,60.0,1,2.79,1.79,20172018
394,394,394,394,394,11-1-2017,Brian Elliott,away,Philadelphia Flyers,Chicago Blackhawks,58.2833,2,2.92,0.92,20172018
395,395,395,395,395,11-1-2017,Cam Talbot,home,Edmonton Oilers,Pittsburgh Penguins,58.6333,3,3.65,0.65,20172018
396,396,396,396,396,11-1-2017,Martin Jones,home,San Jose Sharks,Nashville Predators,59.9833,1,1.33,0.33,20172018
397,397,397,397,397,11-1-2017,Jacob Markstrom,home,Vancouver Canucks,New Jersey Devils,59.0333,1,1.25,0.25,20172018
398,398,398,398,398,11-1-2017,John Gibson,home,Anaheim Ducks,Toronto Maple Leafs,58.6833,3,2.58,-0.42,20172018
