,Player,Season,Team,dob,pos
413,Patrick Eaves,20072008,totals,1984-05-01,RW/LW
414,Greg De Vries,20072008,Nashville Predators,1973-01-04,D
415,Gary Roberts,20072008,Pittsburgh Penguins,1966-05-23,LW
416,Matt Carle,20072008,San Jose Sharks,1984-09-25,D
417,Nick Schultz,20072008,Minnesota Wild,1982-08-25,D
418,Andrew Ference,20072008,Boston Bruins,1979-03-17,D
419,Anton Volchenkov,20072008,Ottawa Senators,1982-02-25,D
420,Dennis Seidenberg,20072008,Carolina Hurricanes,1981-07-18,D
421,Radek Martinek,20072008,New York Islanders,1976-08-31,D
422,Yanic Perreault,20072008,Chicago Blackhawks,1971-04-04,C
423,Mathieu Dandenault,20072008,Montréal Canadiens,1976-02-03,D/RW
424,Jason Ward,20072008,Tampa Bay Lightning,1979-01-16,RW
425,Aaron Voros,20072008,Minnesota Wild,1981-07-02,LW/RW
426,Mike York,20072008,Phoenix Coyotes,1978-01-03,C
427,Brian Pothier,20072008,Washington Capitals,1977-04-15,D
428,Dick Tarnstrom,20072008,totals,1975-01-20,D
429,Joel Lundqvist,20072008,Dallas Stars,1982-03-02,C
430,Mike Commodore,20072008,totals,1979-11-07,D
431,Brett Lebda,20072008,Detroit Red Wings,1982-01-15,D
432,Philippe Boucher,20072008,Dallas Stars,1973-03-24,D
433,Marc-Edouard Vlasic,20072008,San Jose Sharks,1987-03-30,D
434,Peter Forsberg,20072008,Colorado Avalanche,1973-07-20,C
435,Niclas Havelid,20072008,Atlanta Thrashers,1973-04-12,D
436,Magnus Johansson,20072008,totals,1973-09-04,D
437,Ryan Callahan,20072008,New York Rangers,1985-03-21,RW
438,Jim Slater,20072008,Atlanta Thrashers,1982-12-09,C
439,Tom Kostopoulos,20072008,Montréal Canadiens,1979-01-24,RW/LW
440,Todd Fedoruk,20072008,totals,1979-02-13,LW
441,Martin Lapointe,20072008,totals,1973-09-12,RW
442,Matt Pettinger,20072008,totals,1980-10-22,LW
443,Ryan Shannon,20072008,Vancouver Canucks,1983-03-02,C/RW
444,Keith Aucoin,20072008,Carolina Hurricanes,1978-11-06,C
445,Jordan Leopold,20072008,Colorado Avalanche,1980-08-03,D
446,Aaron Ward,20072008,Boston Bruins,1973-01-17,D
447,Karel Rachunek,20072008,New Jersey Devils,1979-08-27,D
448,Georges Laraque,20072008,Pittsburgh Penguins,1976-12-07,RW
449,Brandon Bochenski,20072008,totals,1982-04-04,RW/LW
450,Geoff Sanderson,20072008,Edmonton Oilers,1972-02-01,LW
451,Jassen Cullimore,20072008,Florida Panthers,1972-12-04,D
452,Mattias Norstrom,20072008,Dallas Stars,1972-01-02,D
453,Darryl Sydor,20072008,Pittsburgh Penguins,1972-05-13,D
454,Bruno Gervais,20072008,New York Islanders,1984-10-03,D
455,Jan Hejda,20072008,Columbus Blue Jackets,1978-06-18,D
456,Dustin Boyd,20072008,Calgary Flames,1986-07-16,C
457,Trevor Linden,20072008,Vancouver Canucks,1970-04-11,C
458,Freddy Modin,20072008,Columbus Blue Jackets,1974-10-08,LW
459,Steve Downie,20072008,Philadelphia Flyers,1987-04-03,RW
460,Keith Yandle,20072008,Phoenix Coyotes,1986-09-09,D
461,Jeff Taffe,20072008,Pittsburgh Penguins,1981-02-19,C
462,David Steckel,20072008,Washington Capitals,1982-03-15,C
463,Tomas Kopecky,20072008,Detroit Red Wings,1982-02-05,W/C
464,Shean Donovan,20072008,Ottawa Senators,1975-01-22,RW
465,Brian Willsie,20072008,Los Angeles Kings,1978-03-16,RW
466,Freddy Meyer,20072008,totals,1981-01-04,D
467,Zack Stortini,20072008,Edmonton Oilers,1985-09-11,RW
468,Chris Chelios,20072008,Detroit Red Wings,1962-01-25,D
469,Stephane Yelle,20072008,Calgary Flames,1974-05-09,C
470,Nick Boynton,20072008,Phoenix Coyotes,1979-01-14,D
471,Kevin Bieksa,20072008,Vancouver Canucks,1981-06-16,D
472,Willie Mitchell,20072008,Vancouver Canucks,1977-04-23,D
473,Andreas Lilja,20072008,Detroit Red Wings,1975-07-13,D
474,Kris Beech,20072008,totals,1981-02-05,C
475,T.J. Hensick,20072008,Colorado Avalanche,1985-12-10,C/RW
476,Brad Isbister,20072008,Vancouver Canucks,1977-05-07,LW
477,Raffi Torres,20072008,Edmonton Oilers,1981-10-08,LW
478,Kyle Chipchura,20072008,Montréal Canadiens,1986-02-19,C/W
479,David Moss,20072008,Calgary Flames,1981-12-28,RW/LW
480,Craig Adams,20072008,totals,1977-04-26,RW
481,Mathias Tjarnqvist,20072008,Phoenix Coyotes,1979-04-15,LW
482,Patrice Brisebois,20072008,Montréal Canadiens,1971-01-27,D
483,Craig Weller,20072008,Phoenix Coyotes,1981-03-17,RW/D
484,Kyle McLaren,20072008,San Jose Sharks,1977-06-18,D
485,Byron Ritchie,20072008,Vancouver Canucks,1977-04-24,C
486,Jack Johnson,20072008,Los Angeles Kings,1987-01-13,D
487,Martin Skoula,20072008,Minnesota Wild,1979-10-28,D
488,Lukas Krajicek,20072008,Vancouver Canucks,1983-03-11,D
489,Craig MacDonald,20072008,Tampa Bay Lightning,1977-04-07,C
490,Keith Carney,20072008,Minnesota Wild,1970-02-03,D
491,Bryce Salvador,20072008,totals,1976-02-11,D
492,Brooks Orpik,20072008,Pittsburgh Penguins,1980-09-26,D
493,Petteri Nokelainen,20072008,Boston Bruins,1986-01-16,C
494,Andrew Murray,20072008,Columbus Blue Jackets,1981-11-06,C/LW
495,Kirk Maltby,20072008,Detroit Red Wings,1972-12-22,LW
496,Arron Asham,20072008,New Jersey Devils,1978-04-13,RW
497,Nick Tarnasky,20072008,Tampa Bay Lightning,1984-11-25,LW/C
498,Bobby Ryan,20072008,Anaheim Ducks,1987-03-17,RW/LW
499,Rich Peverley,20072008,Nashville Predators,1982-07-08,C
500,Dan Hinote,20072008,St Louis Blues,1977-01-30,RW
501,Jim Dowd,20072008,Philadelphia Flyers,1968-12-25,C
502,Jared Boll,20072008,Columbus Blue Jackets,1986-05-13,RW
503,Mark Bell,20072008,Toronto Maple Leafs,1980-08-05,C/LW
504,Sheldon Souray,20072008,Edmonton Oilers,1976-07-13,D
505,Wayne Primeau,20072008,Calgary Flames,1976-06-04,C
506,Eric Nystrom,20072008,Calgary Flames,1983-02-14,LW
507,Marek Malik,20072008,New York Rangers,1975-06-24,D
508,Colin White,20072008,New Jersey Devils,1977-12-12,D
509,Andy Greene,20072008,New Jersey Devils,1982-10-30,D
510,Kris Russell,20072008,Columbus Blue Jackets,1987-05-02,D
511,Marc Staal,20072008,New York Rangers,1987-01-13,D
512,Douglas Murray,20072008,San Jose Sharks,1980-03-12,D
513,Ken Klee,20072008,Atlanta Thrashers,1971-04-24,D
514,Shaone Morrisonn,20072008,Washington Capitals,1982-12-23,D
515,Jason Smith,20072008,Philadelphia Flyers,1973-11-02,D
516,Nick Foligno,20072008,Ottawa Senators,1987-10-31,LW/RW
517,Chris Clark,20072008,Washington Capitals,1976-03-08,RW
518,Matt Moulson,20072008,Los Angeles Kings,1983-11-01,LW/RW
519,Ethan Moreau,20072008,Edmonton Oilers,1975-09-22,LW
520,Curtis Brown,20072008,San Jose Sharks,1976-02-12,C/LW
521,Cody McLeod,20072008,Colorado Avalanche,1984-06-26,LW
522,Eric Boulton,20072008,Atlanta Thrashers,1976-08-17,LW
523,Mikhail Grabovski,20072008,Montréal Canadiens,1984-01-31,C
524,Anton Stralman,20072008,Toronto Maple Leafs,1986-08-01,D
525,Mike Rupp,20072008,New Jersey Devils,1980-01-13,W/C
526,Petteri Nummelin,20072008,Minnesota Wild,1972-11-25,D
527,Sean Hill,20072008,Minnesota Wild,1970-02-14,D
528,Andy Wozniewski,20072008,Toronto Maple Leafs,1980-05-25,D
529,John Erskine,20072008,Washington Capitals,1980-06-26,D
530,Nathan Paetsch,20072008,Buffalo Sabres,1983-03-30,D
531,Jay McKee,20072008,St Louis Blues,1977-09-08,D
532,Luke Richardson,20072008,Ottawa Senators,1969-03-26,D
533,Sean O'Donnell,20072008,Anaheim Ducks,1971-10-13,D
534,Aaron Miller,20072008,Vancouver Canucks,1971-08-11,D
535,Gilbert Brule,20072008,Columbus Blue Jackets,1987-01-01,C/RW
536,Milan Jurcina,20072008,Washington Capitals,1983-06-07,D
537,Jaroslav Modry,20072008,totals,1971-02-27,D
538,Josh Gorges,20072008,Montréal Canadiens,1984-08-14,D
539,Raitis Ivanans,20072008,Los Angeles Kings,1979-01-03,LW
540,Scott Thornton,20072008,Los Angeles Kings,1971-01-09,LW
541,Marcel Goc,20072008,San Jose Sharks,1983-08-24,C
542,Sami Kapanen,20072008,Philadelphia Flyers,1973-06-14,LW
543,Donald Brashear,20072008,Washington Capitals,1972-01-07,LW
544,Matt Foy,20072008,Minnesota Wild,1983-05-18,RW
545,Ryan Carter,20072008,Anaheim Ducks,1983-08-03,C
546,Michael Ryan,20072008,Buffalo Sabres,1980-05-16,C/W
547,Jed Ortmeyer,20072008,Nashville Predators,1978-09-03,RW
548,Adam Burish,20072008,Chicago Blackhawks,1983-01-06,RW/LW
549,Mark Stuart,20072008,Boston Bruins,1984-04-27,D
550,Ryane Clowe,20072008,San Jose Sharks,1982-09-30,LW
551,Steve Begin,20072008,Montréal Canadiens,1978-06-14,LW/C
552,Matt Ellis,20072008,totals,1981-08-31,LW
553,Alexei Zhitnik,20072008,Atlanta Thrashers,1972-10-10,D
554,Travis Moen,20072008,Anaheim Ducks,1982-04-06,LW/RW
555,Steve Wagner,20072008,St Louis Blues,1984-03-06,D
556,Jeff Woywitka,20072008,St Louis Blues,1983-09-01,D
557,Andrej Sekera,20072008,Buffalo Sabres,1986-06-08,D
558,Patrick Thoresen,20072008,totals,1983-11-07,LW/RW
559,Niclas Wallin,20072008,Carolina Hurricanes,1975-02-20,D
560,Francis Bouillon,20072008,Montréal Canadiens,1975-10-17,D
561,Shane Hnidy,20072008,totals,1975-11-08,D
562,Darren Haydar,20072008,Atlanta Thrashers,1979-10-22,RW
563,Dmitri Kalinin,20072008,Buffalo Sabres,1980-07-22,D
564,Marcel Hossa,20072008,totals,1981-10-12,LW/RW
565,Andy Sutton,20072008,New York Islanders,1975-03-10,D
566,Glen Wesley,20072008,Carolina Hurricanes,1968-10-02,D
567,Sheldon Brookbank,20072008,New Jersey Devils,1980-10-03,D
568,Shawn Thornton,20072008,Boston Bruins,1977-07-23,RW
569,Andre Roy,20072008,Tampa Bay Lightning,1975-02-08,LW
570,Patrice Bergeron,20072008,Boston Bruins,1985-07-24,C
571,Joakim Lindstrom,20072008,Columbus Blue Jackets,1983-12-05,RW
572,Kevin Dallman,20072008,Los Angeles Kings,1981-02-26,D
573,Derian Hatcher,20072008,Philadelphia Flyers,1972-06-04,D
574,Brendan Witt,20072008,New York Islanders,1975-02-20,D
575,Vitaly Vishnevski,20072008,New Jersey Devils,1980-03-18,D
576,Blair Betts,20072008,New York Rangers,1980-02-16,C
577,Garnet Exelby,20072008,Atlanta Thrashers,1981-08-16,D
578,Cory Sarich,20072008,Calgary Flames,1978-08-16,D
579,Marc-Antoine Pouliot,20072008,Edmonton Oilers,1985-05-22,C/RW
580,Ryan O'Byrne,20072008,Montréal Canadiens,1984-07-19,D
581,Vladimir Sobotka,20072008,Boston Bruins,1987-07-02,C/LW
582,Nolan Pratt,20072008,Buffalo Sabres,1975-08-14,D
583,Steve McCarthy,20072008,Atlanta Thrashers,1981-02-03,D
584,Brad Lukowich,20072008,Tampa Bay Lightning,1976-08-12,D
585,Jody Shelley,20072008,totals,1976-02-07,LW
586,Nicklas Grossmann,20072008,Dallas Stars,1985-01-22,D
587,Alexandre Picard,20072008,totals,1985-07-05,D
588,Ryan Bayda,20072008,Carolina Hurricanes,1980-12-09,LW/C
589,D.J. King,20072008,St Louis Blues,1984-06-27,LW/RW
590,Dallas Drake,20072008,Detroit Red Wings,1969-02-04,LW
591,Jason Jaffray,20072008,Vancouver Canucks,1981-06-30,LW/C
592,David Jones,20072008,Colorado Avalanche,1984-08-10,RW
593,Carlo Colaiacovo,20072008,Toronto Maple Leafs,1983-01-27,D
594,Adam Hall,20072008,Pittsburgh Penguins,1980-08-14,RW
595,Rod Pelley,20072008,New Jersey Devils,1984-09-01,C
596,Eric Fehr,20072008,Washington Capitals,1985-09-07,C/RW
597,Denis Tolpeko,20072008,Philadelphia Flyers,1985-01-29,LW/RW
598,Quintin Laing,20072008,Washington Capitals,1979-06-08,LW
599,Kurt Sauer,20072008,Colorado Avalanche,1981-01-16,D
600,Jeff Giuliano,20072008,Los Angeles Kings,1979-06-20,LW
601,Mike Lundin,20072008,Tampa Bay Lightning,1984-09-24,D
602,Brian Boyle,20072008,Los Angeles Kings,1984-12-18,C/LW
603,Enver Lisin,20072008,Phoenix Coyotes,1986-04-22,RW
604,Jack Skille,20072008,Chicago Blackhawks,1987-05-19,RW/LW
605,Colin Stuart,20072008,Atlanta Thrashers,1982-07-08,C/LW
606,Chris Conner,20072008,Dallas Stars,1983-12-23,RW/LW
607,Patrick Kaleta,20072008,Buffalo Sabres,1986-06-08,RW
608,Marcus Nilson,20072008,Calgary Flames,1978-03-01,RW
609,Kyle Okposo,20072008,New York Islanders,1988-04-16,RW/C
610,Mike Johnson,20072008,St Louis Blues,1974-10-03,RW
611,Brad Richardson,20072008,Colorado Avalanche,1985-02-04,RW/C
612,Peter Harrold,20072008,Los Angeles Kings,1983-06-08,D/W
613,Drew Miller,20072008,Anaheim Ducks,1984-02-17,LW/RW
614,Andrei Zyuzin,20072008,Chicago Blackhawks,1978-01-21,D
615,Karlis Skrastins,20072008,totals,1974-07-09,D
616,Matt Lashoff,20072008,Boston Bruins,1986-09-29,D
617,Joe DiPenta,20072008,Anaheim Ducks,1979-02-25,D
618,Johnny Pohl,20072008,Toronto Maple Leafs,1979-06-29,C
619,Lasse Kukkonen,20072008,Philadelphia Flyers,1981-09-18,D
620,George Parros,20072008,Anaheim Ducks,1979-12-29,RW
621,Petri Kontiola,20072008,Chicago Blackhawks,1984-10-04,C
622,Joel Kwiatkowski,20072008,Atlanta Thrashers,1977-03-22,D
623,Tim Conboy,20072008,Carolina Hurricanes,1982-03-22,D
624,Kyle Cumiskey,20072008,Colorado Avalanche,1986-12-02,D
625,Rob Scuderi,20072008,Pittsburgh Penguins,1978-12-30,D
626,Greg Zanon,20072008,Nashville Predators,1980-06-05,D
627,Mark Hartigan,20072008,Detroit Red Wings,1977-10-15,C
628,Brad May,20072008,Anaheim Ducks,1971-11-29,LW
629,Joe Motzko,20072008,Washington Capitals,1980-03-14,RW
630,Simon Gamache,20072008,Toronto Maple Leafs,1981-01-03,LW/C
631,Kris Versteeg,20072008,Chicago Blackhawks,1986-05-13,RW/LW
632,Cody Bass,20072008,Ottawa Senators,1987-01-07,C/RW
633,Cody McCormick,20072008,Colorado Avalanche,1983-04-18,C/W
634,Ole-Kristian Tollefsen,20072008,Columbus Blue Jackets,1984-03-29,D
635,Branislav Mezei,20072008,Florida Panthers,1980-10-08,D
636,Andreas Karlsson,20072008,Tampa Bay Lightning,1975-08-19,C
637,Jeremy Reich,20072008,Boston Bruins,1979-02-11,LW
638,Ryan Hollweg,20072008,New York Rangers,1983-04-23,LW
639,Wes Walz,20072008,Minnesota Wild,1970-05-15,C
640,Stefan Ruzicka,20072008,Philadelphia Flyers,1985-02-17,RW
641,Alexei Semenov,20072008,San Jose Sharks,1981-04-10,D
642,Duvie Westcott,20072008,Columbus Blue Jackets,1977-10-30,D
643,Jeff Tambellini,20072008,New York Islanders,1984-04-13,LW/RW
644,Rhett Warrener,20072008,Calgary Flames,1976-01-27,D
645,Tim Jackman,20072008,New York Islanders,1981-11-14,RW
646,Jordan Hendry,20072008,Chicago Blackhawks,1984-02-23,D
647,Mark Smith,20072008,Calgary Flames,1977-10-24,C
648,Doug Janik,20072008,Tampa Bay Lightning,1980-03-26,D
649,Brad Larsen,20072008,Atlanta Thrashers,1977-06-28,LW
650,Riley Cote,20072008,Philadelphia Flyers,1982-03-16,LW
651,Ladislav Smid,20072008,Edmonton Oilers,1986-02-01,D
652,Benoit Pouliot,20072008,Minnesota Wild,1986-09-29,LW
653,Frans Nielsen,20072008,New York Islanders,1984-04-24,C
654,Jake Dowell,20072008,Chicago Blackhawks,1985-03-04,C
655,Tomas Plihal,20072008,San Jose Sharks,1983-03-28,LW/C
656,Mike Zigomanis,20072008,Phoenix Coyotes,1981-01-17,C
657,Teddy Purcell,20072008,Los Angeles Kings,1985-09-08,LW/RW
658,Casey Borer,20072008,Carolina Hurricanes,1985-07-28,D
659,Brett Sterling,20072008,Atlanta Thrashers,1984-04-24,LW/RW
660,David Tanabe,20072008,Carolina Hurricanes,1980-07-19,D
661,Rick Rypien,20072008,Vancouver Canucks,1984-05-16,C
662,Chris Simon,20072008,totals,1972-01-30,LW
663,Brad Winchester,20072008,Dallas Stars,1981-03-01,LW
664,Darcy Hordichuk,20072008,Nashville Predators,1980-08-10,LW
665,Krys Barch,20072008,Dallas Stars,1980-03-26,RW/LW
666,Toby Petersen,20072008,Dallas Stars,1978-10-27,C
667,Mike Weber,20072008,Buffalo Sabres,1987-12-16,D
668,Wyatt Smith,20072008,Colorado Avalanche,1977-02-13,C
669,Derek Meech,20072008,Detroit Red Wings,1984-04-21,D
670,Mark Eaton,20072008,Pittsburgh Penguins,1977-05-06,D
671,Brian McGrattan,20072008,Ottawa Senators,1981-09-02,RW
672,Aaron Downey,20072008,Detroit Red Wings,1974-09-27,RW
673,Shawn Matthias,20072008,Florida Panthers,1988-02-19,LW
674,Derek MacKenzie,20072008,Columbus Blue Jackets,1981-06-11,C/LW
675,Jeremy Williams,20072008,Toronto Maple Leafs,1984-01-26,RW
676,Luc Bourdon,20072008,Vancouver Canucks,1987-02-17,D
677,Jordan Smotherman,20072008,Atlanta Thrashers,1986-05-11,LW/RW
678,Ryan Craig,20072008,Tampa Bay Lightning,1982-01-06,C/LW
679,Clay Wilson,20072008,Columbus Blue Jackets,1983-04-05,D
680,Yan Stastny,20072008,St Louis Blues,1982-09-30,C
681,Chris Minard,20072008,Pittsburgh Penguins,1981-11-18,W/C
682,Derick Brassard,20072008,Columbus Blue Jackets,1987-09-22,C/LW
683,Aaron Rome,20072008,Columbus Blue Jackets,1983-09-27,D
684,Junior Lessard,20072008,totals,1980-05-26,RW
685,Kris Newbury,20072008,Toronto Maple Leafs,1982-02-19,C/LW
686,Wade Brookbank,20072008,Carolina Hurricanes,1977-09-29,D/LW
687,Rob Davison,20072008,totals,1980-05-01,D
688,Tanner Glass,20072008,Florida Panthers,1983-11-29,LW
689,Matt Walker,20072008,St Louis Blues,1980-04-07,D
690,Andrew Peters,20072008,Buffalo Sabres,1980-05-05,LW
691,Brian Sutherby,20072008,totals,1982-03-01,C
692,Jason Strudwick,20072008,New York Rangers,1975-07-17,D
693,Colton Orr,20072008,New York Rangers,1982-03-03,RW
694,Eric Godard,20072008,Calgary Flames,1980-03-07,RW
695,Alex Goligoski,20072008,Pittsburgh Penguins,1985-07-30,D
696,B.J. Crombeen,20072008,Dallas Stars,1985-07-10,RW
697,Kevin Klein,20072008,Nashville Predators,1984-12-13,D
698,Steve Eminger,20072008,Washington Capitals,1983-10-31,D
699,Mike Van Ryn,20072008,Florida Panthers,1979-05-14,D
700,Kevyn Adams,20072008,Chicago Blackhawks,1974-10-08,C
701,Aaron Johnson,20072008,New York Islanders,1983-04-30,D
702,Ben Eager,20072008,totals,1984-01-22,LW
703,Mark Popovic,20072008,Atlanta Thrashers,1982-10-11,D
704,Andrew Alberts,20072008,Boston Bruins,1981-06-30,D
705,Mark Fistric,20072008,Dallas Stars,1986-06-01,D
706,Matt Jones,20072008,Phoenix Coyotes,1983-08-08,D
707,David Hale,20072008,Calgary Flames,1981-06-18,D
708,Noah Clarke,20072008,New Jersey Devils,1979-06-11,LW
709,Petteri Wirtanen,20072008,Anaheim Ducks,1986-05-28,C
710,Brady Murray,20072008,Los Angeles Kings,1984-09-17,C/W
711,Joe Jensen,20072008,Carolina Hurricanes,1983-02-06,C/LW
712,Kyle Wanvig,20072008,Tampa Bay Lightning,1981-01-29,RW
713,Ben Walter,20072008,New York Islanders,1984-05-11,C
714,Jonathan Ericsson,20072008,Detroit Red Wings,1984-03-02,D
715,Connor James,20072008,Pittsburgh Penguins,1982-08-25,C
716,Mark Mowers,20072008,Anaheim Ducks,1974-02-16,C
717,Mike Brown,20072008,Vancouver Canucks,1985-06-24,RW
718,Wade Belak,20072008,totals,1976-07-03,RW/D
719,Ivan Baranka,20072008,New York Rangers,1985-05-19,D
720,Tom Cavanagh,20072008,San Jose Sharks,1982-03-24,C
721,Troy Brouwer,20072008,Chicago Blackhawks,1985-08-17,RW/LW
722,Mattias Ritola,20072008,Detroit Red Wings,1987-03-14,LW/RW
723,Jon Sim,20072008,New York Islanders,1977-09-29,LW
724,Jack Hillen,20072008,New York Islanders,1986-01-24,D
725,Matt Murley,20072008,Phoenix Coyotes,1979-12-17,C/W
726,Darren McCarty,20072008,Detroit Red Wings,1972-04-01,RW
727,Kyle Turris,20072008,Phoenix Coyotes,1989-08-14,C/RW
728,Darryl Bootland,20072008,New York Islanders,1981-11-02,RW
729,Drew Fata,20072008,New York Islanders,1983-07-28,D
730,Roman Polak,20072008,St Louis Blues,1986-04-28,D
731,Brandon Nolan,20072008,Carolina Hurricanes,1983-07-18,C
732,Drew Larman,20072008,Florida Panthers,1985-05-15,C
733,Brian Lee,20072008,Ottawa Senators,1987-03-26,D
734,Ryan Stone,20072008,Pittsburgh Penguins,1985-03-20,LW
735,Ryan Potulny,20072008,Philadelphia Flyers,1984-09-05,C
736,Sami Lepisto,20072008,Washington Capitals,1984-10-17,D
737,Kevin Doell,20072008,Atlanta Thrashers,1979-07-15,C
738,Robbie Earl,20072008,Toronto Maple Leafs,1985-06-02,C/LW
739,David Brine,20072008,Florida Panthers,1985-01-06,C
740,Matthew Spiller,20072008,New York Islanders,1983-02-07,D
741,Cam Janssen,20072008,St Louis Blues,1984-04-15,RW
742,Matt Hunwick,20072008,Boston Bruins,1985-05-21,D
743,Niklas Hjalmarsson,20072008,Chicago Blackhawks,1987-06-06,D
744,Mathieu Roy,20072008,Edmonton Oilers,1983-08-10,D
745,Rory Fitzpatrick,20072008,Philadelphia Flyers,1975-01-11,D
746,Anthony Stewart,20072008,Florida Panthers,1985-01-05,RW
747,John Zeiler,20072008,Los Angeles Kings,1982-11-21,RW/C
748,Matt Greene,20072008,Edmonton Oilers,1983-05-13,D
749,Jeff Cowan,20072008,Vancouver Canucks,1976-09-27,LW
750,Mike Weaver,20072008,Vancouver Canucks,1978-05-02,D
751,Eric Cairns,20072008,Pittsburgh Penguins,1974-06-27,D
752,Lauri Korpikoski,20072008,New York Rangers,1986-07-28,LW/RW
753,Erik Reitz,20072008,Minnesota Wild,1982-07-29,D
754,Mike Rathje,20072008,Philadelphia Flyers,1974-05-11,D
755,Tim Taylor,20072008,Tampa Bay Lightning,1969-02-06,C
756,Brad Norton,20072008,San Jose Sharks,1975-02-13,D
757,Liam Reddox,20072008,Edmonton Oilers,1986-01-27,LW
758,Darryl Boyce,20072008,Toronto Maple Leafs,1984-07-07,C/W
759,Joey Mormina,20072008,Carolina Hurricanes,1982-06-29,D
760,Zack Fitzgerald,20072008,Vancouver Canucks,1985-06-16,D
761,Mike Iggulden,20072008,San Jose Sharks,1982-11-09,RW/C
762,Corey Locke,20072008,Montréal Canadiens,1984-05-08,C
763,Thomas Pock,20072008,New York Rangers,1981-12-02,D
764,Tim Ramholt,20072008,Calgary Flames,1984-11-02,D
765,Tim Brent,20072008,Pittsburgh Penguins,1984-03-10,C
766,Dane Byers,20072008,New York Rangers,1986-02-21,LW/RW
767,Ilya Zubov,20072008,Ottawa Senators,1987-02-14,C
768,Mike Blunden,20072008,Chicago Blackhawks,1986-12-15,RW
769,Jeff Hoggan,20072008,Boston Bruins,1978-02-01,RW/LW
770,Antti Pihlstrom,20072008,Nashville Predators,1984-10-22,LW/RW
